Id,Label,TotalCommits,TotalIssues,TotalPullRequests,PublicRepos
4067,alfredo-maia,0,0,0,21
4068,rrschiavetti,0,0,0,8
4069,kalistons,1,0,0,11
4070,ntfgustavo,23,0,6,8
4071,fabjordan,8,0,0,59
4072,tauasilva,0,0,1,17
4073,JadsonLucena,366,4,1,28
4074,GuilhermeSillva,10,0,2,6
4075,alanbritodossantos,125,0,0,36
4076,RegisIrala,0,0,0,3
4077,NathanCastro,34,0,0,37
4078,dev-alves,0,0,0,25
4079,leobritob,36,0,0,43
4080,fcd007,168,0,0,92
4081,feMoraes0,142,0,0,75
4082,jezzipan,0,0,0,31
4083,PabloFerreiraB,70,0,4,42
4084,Tailine,275,0,5,21
4085,eduardocordova21,214,14,27,33
4086,MichelliBrito,2,0,0,29
4087,lucasmazaron,1,0,0,21
4088,claudvanbarret,11,0,0,21
4089,pauloharaujos,1,0,0,19
4090,rdgomt,57,2,0,8
4091,emersondahora,0,0,0,23
4092,nassinger,0,0,0,4
4093,samuelalex93,0,0,0,13
4094,SonPatrick,68,0,0,25
4095,idrodrigosantos,50,0,4,12
4096,deirofelippe,37,0,0,37
4097,MrBrenio,1,0,0,13
4098,GuilhermeTyper,0,0,0,9
4099,osnir,0,0,0,14
4100,caiquearaujo,321,0,1,42
4101,camila93,0,0,0,16
4102,ruiflexa,0,0,0,16
4103,MarcosRibeiroJ,113,1,0,34
4104,andressadipaula,0,0,0,7
4105,aleff25,34,0,0,34
4106,leandr0x6f,0,0,0,0
4107,litofilho,0,0,0,13
4108,luispauloportelacoelho,0,0,0,16
4109,thomashfr,1,0,0,29
4110,oifelipesan,1,0,0,14
4111,jtenca,0,0,0,5
4112,vldmatos,5,0,0,21
4113,SilvaEmerson,28,0,0,50
4114,profmarciotorres,92,0,0,13
4115,wzanoni,0,0,0,7
4116,ricarddo,0,0,0,4
4117,higher-order-programmer,70,0,1,2
4118,TechieDheeraj,29,0,1,42
4119,JuniorEC,2,1,0,45
4120,lucas-padilha,0,0,0,2
4121,renatoAlexsander,6,0,0,11
4122,rollergui,17,0,0,5
4123,laraludwig18,48,0,1,14
4124,jksramos,0,0,0,0
4125,igor-silveira,17,0,1,3
4126,raynegomes,0,0,0,16
4127,MelquesPaiva,2,0,0,23
4128,jackoliveira,30,0,1,13
4129,GhostDovahkiin,3,0,0,26
4130,wagner94,0,0,0,62
4131,evanzs,677,0,8,94
4132,MarcioDeAlmeidaRosa,1,0,0,42
4133,oguhpereira,99,3,5,41
4134,MatheusLM,37,0,0,10
4135,paulocorazza,6,0,0,42
4136,imeira,1,0,0,36
4137,kaueMartins,0,0,0,0
4138,mellomaths,8,0,0,31
4139,Ian-FR,42,0,0,9
4140,jedsada-gh,97,0,50,672
4141,glauberjesus1982,2,0,0,9
4142,rchuluc,2,0,0,35
4143,anthonyaquino83,27,1,0,21
4144,gabmaxs,53,0,3,46
4145,hugouraga,4,0,0,42
4146,mariorodeghiero,10,0,0,85
4147,alfredots,69,0,0,76
4148,dlima78,235,0,0,13
4149,EgorRodrigues,3,0,0,24
4150,VinnyLima,13,1,2,55
4151,CleberRezende,0,0,0,10
4152,emanueldsc,117,12,0,24
4153,LemosLucas,77,4,7,14
4154,lucini,4,0,0,46
4155,kylefelipe,100,5,3,137
4156,leandrodasilvaalves,60,1,3,78
4157,alexmasterti,0,0,0,1
4158,lzhudson,613,6,5,123
4159,marcio-daliel,0,0,0,0
4160,lucianovsjr,155,0,11,26
4161,gionbritto,1,0,0,44
4162,koallann,96,0,1,30
4163,danielelvs,1,0,0,18
4164,Dlucap,13,8,7,15
4165,LucasCarrias,34,1,2,85
4166,Jonatha-Varjao,0,1,0,31
4167,Ariadne3512,4,0,0,12
4168,robmartinhao,467,0,0,38
4169,LeticiaSPedroso,0,0,0,14
4170,marcioassuncao,83,1,23,13
4171,Skuth,59,0,0,51
4172,andregcaires,0,0,0,29
4173,geekwx,0,0,0,28
4174,jpmpassos,0,1,0,14
4175,VitorGultzgoff,4,0,1,4
4176,allan5slip,0,0,0,5
4177,felipedsc,0,0,0,14
4178,carlosdaniiel07,49,0,15,55
4179,alexm4tos,0,0,0,14
4180,mcosta1105,34,0,11,21
4181,LucasFidelis,8,0,0,7
4182,allancac,196,0,0,11
4183,cicerooficial,17,0,0,35
4184,carlos-henrique-dev,68,1,1,65
4185,Aline09,0,0,0,28
4186,wjuanps,1,0,0,36
4187,gabriel-alonso,3,0,0,27
4188,paulo-raoni,7,0,0,31
4189,pjulioss,2,0,0,42
4190,tadeumx1,0,0,0,61
4191,joaojunior7cc,0,0,0,2
4192,oliveirahelena,18,0,0,78
4193,alisonfsoares,0,0,0,3
4194,ThyagoFr,1,0,2,36
4195,josueesilva,0,0,0,26
4196,limasq,2,0,0,31
4197,mribeiro-ferraz,0,0,0,6
4198,denispolastri,0,0,0,6
4199,ygorazambuja,28,0,0,79
4200,andraderegis,0,0,0,49
4201,Elthonferreira,153,0,5,26
4202,edsongjr,0,0,0,6
4203,otaciobarbosa,30,4,1,70
4204,jonataserpa,108,0,2,70
4205,wallacecosta,23,0,3,21
4206,elanfraga,126,0,0,47
4207,JocimaraMartins,0,0,0,15
4208,Railton98,94,0,2,58
4209,edusurfa,0,0,0,0
4210,Mamedes,0,0,0,19
4211,luizamanhaes,0,0,0,1
4212,MatheusPoliCamilo,35,1,4,36
4213,mrfelipebraga,5,0,0,3
4214,matheuscruzhen,46,0,0,30
4215,diegodario88,132,5,4,75
4216,italofelipe,48,0,1,46
4217,leandrobove,121,0,6,19
4218,rosival-souza,0,0,0,14
4219,leandrol3,0,0,0,18
4220,Honatel,0,0,0,30
4221,MatheusLealAquino,70,0,0,39
4222,imklesley,163,0,0,29
4223,obrunoasantos,0,0,0,6
4224,MarioFronza,30,0,0,31
4225,chen-zhenn,404,13,3,13
4226,Ronaldonet89,0,0,0,18
4227,MayaFiuza,0,0,0,24
4228,georgealbuquerquepinto,0,0,0,13
4229,lohxx,30,1,1,15
4230,LuanCassiano,12,0,0,13
4231,leorcvargas,587,0,20,60
4232,joalisonpereira,299,0,0,25
4233,nunesdaniel,1,0,0,13
4234,BrunoDiLella,2,0,0,17
4235,GabrielDS,0,0,0,12
4236,rogeriomattos,91,26,19,38
4237,rafaelwaterkemper,17,0,3,61
4238,ramonrsm,1,0,0,17
4239,lassulfi,81,0,7,163
4240,dionatanmelo1,0,0,0,1
4241,RafaBarros93,1,0,0,45
4242,erickod,281,0,3,14
4243,mirandafialho,94,0,10,28
4244,mariodelimadobr,16,0,0,12
4245,gussanmartin,0,0,0,0
4246,andrews-felipe,7,0,0,66
4247,DPechetti,103,4,0,46
4248,jq2,1,0,0,17
4249,Didimoykds,0,0,0,9
4250,LauanGuermandi,28,1,12,69
4251,gersonmigueis,64,0,0,26
4252,jpedroschmitz,34,1,18,51
4253,teohen,231,0,15,45
4254,dedyannacacau,20,0,0,31
4255,thiagotdias89,0,0,0,0
4256,rafaeloliveiraneves,0,0,0,2
4257,Mateussmo,0,0,0,10
4258,Igor097,3,0,0,8
4259,CaioEduardoMouta,54,0,0,40
4260,MaissonTi,5,0,0,21
4261,fhugoduarte,2,0,0,55
4262,JailtonJunior94,105,0,1,101
4263,gutkedu,351,2,2,51
4264,marcopla,23,0,2,33
4265,giilmaroliveira,126,0,5,33
4266,jehlina,10,0,0,5
4267,renandelmonico,13,0,1,24
4268,gdiasb12,8,0,0,15
4269,gabrielclaudino,0,0,0,4
4270,kodiyak,52,1,0,27
4271,gabrielcaiana,599,1,51,171
4272,NicolasPereira,18,2,7,38
4273,luismaruccio,9,0,0,8
4274,brunoleonardobr,8,0,0,20
4275,zemartins81,84,0,0,51
4276,cfdavidpetter,1,5,0,34
4277,msiqueira-jr,15,0,0,54
4278,hyankelwin,4,0,6,41
4279,leonardorpr,338,0,52,45
4280,leodionizio,0,0,0,41
4281,carlozfilipe,100,0,7,18
4282,willianmesko,8,0,0,87
4283,giovannaresende,0,0,0,2
4284,victorandradelima,47,0,3,15
4285,felipebontempo,0,0,0,9
4286,gustavoazevedoo,45,1,2,41
4287,FelipeMiiller,161,1,1,38
4288,Addy789,0,0,0,6
4289,danilocesarmendes,4,0,0,11
4290,TiagoBehenck,98,1,0,80
4291,rafaelgcaldas,101,0,0,77
4292,diogoqds,2,0,0,10
4293,DaanMoura,28,2,1,60
4294,vieira-tg,11,0,0,19
4295,gabrielrsp,100,0,1,93
4296,rbalves,9,0,3,70
4297,LuaRaul,0,0,0,9
4298,Samuellucas97,11,0,0,70
4299,pedroarls,0,0,0,14
4300,manzoliric,40,3,2,21
4301,axelmedeiros,2,0,0,30
4302,EduardoDrozda,39,0,0,16
4303,yPierre,0,0,0,9
4304,luan0ap,10,0,0,323
4305,joaofavara,29,0,0,29
4306,italo-gouveia,3,0,0,2
4307,saulonunesdev,22,1,0,25
4308,EwertonBello,6,0,7,89
4309,niagalves,66,0,2,6
4310,Gabriellecolencio,0,0,0,11
4311,Alessandra-Nastassja,62,0,0,72
4312,christianmoliveira,0,0,0,9
4313,LFerreira0,41,0,0,24
4314,jayrorodrigues,0,0,0,5
4315,pedrohti,68,0,1,76
4316,warleyg,0,0,0,6
4317,attiasdan,3,0,0,33
4318,D4rkM,0,0,0,39
4319,AndersonVidal,6,0,0,21
4320,luisfernandods,0,0,0,29
4321,marlonrp,0,0,0,10
4322,ricardopedias,120,0,0,33
4323,pedroperdona,0,0,0,34
4324,andrelcunha,39,0,0,48
4325,flp-fernandes,11,0,0,54
4326,mavericardo,34,0,1,25
4327,PandawanBr,1,0,0,19
4328,matheusguermandi,468,0,0,30
4329,Ronnyfs,0,0,0,5
4330,Dovakjr,9,0,0,7
4331,anglesson,1,0,0,44
4332,gu1ma,7,0,0,36
4333,IndianBoyBR,314,1,4,24
4334,JSouza13,0,0,0,40
4335,jagostinho,0,0,0,5
4336,brunocardosof,0,0,0,12
4337,brunobandeiraf,845,0,2,40
4338,tiagoadmstz,54,0,5,81
4339,gustavosvalentim,32,0,1,26
4340,efraim-andrade,61,0,1,71
4341,vcintra,0,0,0,11
4342,matheusbr1,160,0,0,42
4343,gondouglas,9,0,0,9
4344,felipeangelimvieira,1,3,1,18
4345,leotelles,16,0,0,53
4346,isnardsilva,2,0,0,16
4347,marcosmacedoo,38,1,12,29
4348,nychollas09,13,0,0,54
4349,moriuriel,175,0,20,22
4350,filipeallins,0,0,0,17
4351,andremoriya,3,0,0,40
4352,neverson-silva,1,1,0,15
4353,paulovaz1006,43,0,0,29
4354,gcoutinho2,0,0,0,21
4355,LeonardoJaques,248,0,1,139
4356,Fziliotti,55,0,0,216
4357,engalexandreferreira,0,0,0,3
4358,rvbonfimm,0,0,0,15
4359,luciano01,120,0,0,8
4360,mariguela,0,0,0,3
4361,rafael-ventura,149,13,15,33
4362,Cleoir,0,0,0,3
4363,zefloriano,0,0,0,6
4364,lfgrando,14,0,0,8
4365,DaviMachado,0,0,0,20
4366,rntvicente,154,0,6,29
4367,renanchavess,0,0,0,18
4368,Guilherme99,8,0,0,63
4369,RafaelFerSilva,346,0,22,49
4370,aferreira44,31,115,0,138
4371,carlosmsv,282,0,0,15
4372,augustoyuudi,74,0,2,22
4373,PedroECB,54,0,0,34
4374,ItikawaMassao,0,0,0,7
4375,tiagopolemarx,0,0,0,36
4376,icosta2910,0,0,0,1
4377,warievilo,1,0,0,11
4378,wdwf,69,1,0,13
4379,lcoutojunior,40,0,0,11
4380,fernmac,0,0,0,11
4381,gabrielferreir,0,0,0,101
4382,saulobicalho,0,0,0,39
4383,brendonbitencourt,0,0,0,12
4384,brduarte,2,0,0,15
4385,mallmanndev,23,0,0,26
4386,yurilq,0,0,0,264
4387,claesiacosta,4,0,0,27
4388,douglas-bernardo,95,0,39,68
4389,jrodrigo887,115,0,5,39
4390,CalegariElizangela,5,0,0,7
4391,rafael-perini,2,4,2,5
4392,bholiveira005,0,0,0,3
4393,ViniciosSL,0,0,0,5
4394,larissaiurk,2,0,0,32
4395,jpfaria19,3,0,0,28
4396,whoamindx,0,0,0,18
4397,PauloFS01,151,0,0,35
4398,CelsonF,276,2,8,92
4399,ianbmesquita,144,0,46,34
4400,PauloGoncalvesBH,97,7,29,65
4401,nandicole,0,0,0,0
4402,jairokoning,224,0,0,79
4403,marcusmaialima,8,0,0,16
4404,youssef-md,14,0,0,29
4405,marcoagpegoraro,4,0,1,40
4406,lecastro,3,0,0,6
4407,CleitonBrito,214,0,1,29
4408,elitongadotti,117,2,10,26
4409,dkrefta,8,3,0,65
4410,GusttavoCDN-zz,0,0,0,32
4411,marciokoch,0,0,0,0
4412,perdugames,0,0,0,24
4413,fredericoamsb,0,0,0,17
4414,fabiano99,42,0,0,20
4415,jonashenrique90,0,0,0,29
4416,emersonMorais,45,0,0,21
4417,jacksonbss,0,0,0,27
4418,hiagofss,47,5,6,76
4419,antoniofulg,396,0,11,16
4420,alvesa,241,0,1,34
4421,vitormoschetta,177,13,3,181
4422,joaocdfarias,94,5,5,30
4423,michaelcarvalho,0,0,0,2
4424,JhonatanMedeiros,16,0,27,81
4425,JoabeRamone,0,0,0,35
4426,ffelipeaandrade,0,0,0,4
4427,MailsonPortugues,37,0,0,12
4428,eduviictor,4,0,0,61
4429,GustavoBessa,0,0,0,23
4430,Rodrigo-Sousa,7,0,0,12
4431,Taynan-Vieira,0,0,0,15
4432,fratucci,133,0,0,12
4433,JonasCastro,9,0,0,50
4434,FelipeRomao,396,0,0,45
4435,patriciabonaldy,2,0,0,97
4436,thiagocrux,27,0,0,44
4437,RADARProfissional,0,0,0,2
4438,pedroamaral91,0,0,0,24
4439,rf-lima,0,0,0,11
4440,Carolis,7,0,0,49
4441,valerialobato,0,0,0,6
4442,lnasc256,0,0,0,14
4443,hernandezjds,0,0,0,7
4444,crisjanaina,20,0,0,10
4445,edufslima9,82,0,0,17
4446,RafaelWolkning,0,0,0,0
4447,LucasMasayuki,45,0,0,47
4448,ampassos,50,0,0,9
4449,boombertz,0,0,1,7
4450,LeonBraga,0,0,0,24
4451,Caina-Bonfiglioli,0,0,0,11
4452,nataliasilva,0,0,0,11
4453,tadeuespindolapalermo,107,0,0,62
4454,TenviLi,10,8,6,83
4455,alessandrosac84,0,0,0,14
4456,sallesricardo,1,0,0,52
4457,estevaoes,0,0,0,1
4458,jhonattan111,7,0,0,18
4459,eduaardofranco,221,0,0,30
4460,cristianovelkan,44,0,0,32
4461,phsb5321,157,0,24,21
4462,vagnerkuntz,74,0,5,22
4463,emersongin,25,0,0,19
4464,WesleyIsr4,4,0,0,29
4465,tomazneto,0,0,0,7
4466,lcslima45,32,0,0,36
4467,allanfantoni,13,0,0,14
4468,ksoaresk,0,0,0,5
4469,jjunior96,1176,1,27,158
4470,felipesaev,78,1,10,79
4471,DerickSilva,0,0,0,5
4472,vdidi,0,0,0,26
4473,flaviobenedetti,0,0,0,5
4474,caiogonza,0,0,0,1
4475,DiegoBulhoes,3,0,0,44
4476,tiago-nunesgv,0,0,0,91
4477,RenatoSiqueira,26,0,8,187
4478,infdahai,136,41,56,109
4479,matheuspeluchi,100,0,0,30
4480,ldantas-s,49,1,2,34
4481,kaycps,0,0,0,20
4482,andreflp,0,0,0,32
4483,mat-marques,28,0,3,7
4484,dbodelon,0,0,0,3
4485,williamrogerio,0,0,0,4
4486,ekenji,0,0,0,1
4487,pedroph23,37,0,12,54
4488,eedsilva,0,0,0,14
4489,empix,13,0,2,30
4490,pamelacfelipe,0,0,0,8
4491,guialexandree,1411,0,31,18
4492,srsouzaj,514,1,10,77
4493,kkzamai,0,0,0,15
4494,aleworkout,50,0,0,77
4495,rrmesquita,4,3,1,27
4496,RossiEric,19,0,7,16
4497,fabricio-entringer,19,0,1,13
4498,rcdsg,3,0,0,13
4499,WebertiBarbosa,0,0,0,42
4500,Valdoni9,31,0,0,33
4501,christianbayer,77,1,0,43
4502,durvalcarvalho,3,1,4,69
4503,Kalanzans,6,0,0,49
4504,xKmz,3,0,0,24
4505,Luccasoli,0,0,0,92
4506,mariobischoff,13,0,0,42
4507,FrankKleiton,635,0,2,28
4508,mspdl,564,0,0,46
4509,Thejoker2012,0,0,0,97
4510,phmiranda,43,8,10,56
4511,rnt1989,0,0,0,5
4512,wellingtondw,58,0,1,2
4513,MarcusVSouza,0,0,0,20
4514,VinicioLima98,0,0,0,11
4515,fargoud,0,0,0,12
4516,locemarn,35,6,7,47
4517,LIhDi,22,0,0,16
4518,Matheusmlx,11,0,0,20
4519,suhlimakz,0,1,0,11
4520,ZaqueuLima3,3,0,0,79
4521,brpapa,0,0,0,14
4522,bigLucas,10,0,0,19
4523,apteles,22,5,11,63
4524,jvhk,3,2,0,58
4525,eliezer-souza,50,13,48,18
4526,nicholas-mateus-veloso,23,1,2,29
4527,cristianobombazar,9,0,0,33
4528,trindadematheus,128,2,4,35
4529,marcelocampos66,45,0,3,25
4530,Keemluvr,24,0,0,64
4531,andersonnc,0,0,0,9
4532,Jallapeno,5,0,0,13
4533,lucassilva996,29,0,0,53
4534,edurojasti,0,0,0,23
4535,rafansilva,3,0,0,30
4536,israel-araujo,0,0,0,28
4537,andrerco001,130,0,0,54
4538,zaioll,0,0,0,24
4539,rjsamra,3,0,1,25
4540,josecxsta,0,0,0,11
4541,maikenegreiros,2,0,2,47
4542,Davizera,10,1,0,53
4543,Valdjr,5,0,1,57
4544,tiotto,4,0,0,10
4545,lucasmori,9,0,0,42
4546,nelsonmfinda,2,0,0,153
4547,eduardopireslucio1,12,0,0,19
4548,ErisvaldoCorreia,7,0,0,32
4549,RanierePrates,0,0,0,8
4550,thyagodias,0,0,0,36
4551,marcobelo,39,0,0,45
4552,herloncosta,134,0,0,45
4553,Ridersk,1,0,0,8
4554,edubabeto,6,0,0,4
4555,anopszetex,208,0,1,27
4556,lucazpinheiro,56,2,2,62
4557,diramohd,0,0,0,0
4558,brunofamiliar,10,1,1,44
4559,thallesbenicio,4,0,0,42
4560,lucasarieiv,204,3,7,66
4561,pedrorambo,4,0,0,14
4562,luizhdteixeira,8,0,0,20
4563,francoisjun,29,0,0,6
4564,the-spanish-guy,0,0,0,26
4565,joaorafaelsoarest,4,0,0,5
4566,danilo4web,52,0,1,85
4567,agnezi,55,5,5,15
4568,Flimars,1,0,0,43
4569,jjeanjacques10,315,3,23,123
4570,lucastavaresn,31,0,0,10
4571,ChrystianDeMatos,4,0,1,18
4572,backjoao88,23,0,0,29
4573,andrefmandrade,10,2,1,10
4574,pedromtec,7,0,0,33
4575,Kamilahsantos,156,12,8,177
4576,LimaIsaias,0,0,0,35
4577,dulemos,0,1,0,31
4578,Spenezanni,80,0,0,29
4579,marcoaureliomoreira,0,0,0,20
4580,leandrogregorio,0,0,0,8
4581,lucasvma,1,0,1,39
4582,CleiberReis,1,1,1,18
4583,LuisSempre,253,1,0,140
4584,caroltrindade,13,0,6,11
4585,lfoliveir4,26,0,2,105
4586,Daniel-Anjos,0,0,0,21
4587,AugustoSavi,76,0,11,96
4588,matheus-oliveira-andrade,112,0,41,37
4589,BrunoAST,155,0,0,49
4590,allysonjeronimo,3,0,0,17
4591,CristianoPro,0,0,0,34
4592,Lukenoutte,18,0,0,18
4593,dtmiranda,199,0,0,29
4594,fabiano-palharini,0,0,0,26
4595,davi1985,231,0,0,207
4596,drickchote,162,3,1,51
4597,WesGtoX,86,8,9,106
4598,vernerpereira,3,0,0,5
4599,danilobatistaqueiroz,0,0,0,135
4600,rbqdev,0,0,0,23
4601,GabrielRuivo,32,0,0,35
4602,guilhermealacoc,68,0,7,39
4603,MrThuy,36,0,6,19
4604,m4t3us89,13,0,0,88
4605,renanmig,0,0,0,7
4606,CristianDOB,3,0,0,1
4607,felipeaz,127,0,1,42
4608,vladimirpezzole,132,2,2,19
4609,anthonylopez15,13,0,0,32
4610,carinebarros,5,0,0,2
4611,FernandoCot,23,0,1,13
4612,flavsxavier,2,2,0,10
4613,afornagieri,12,0,0,2
4614,bearkfear,46,0,1,15
4615,daienelima,2,0,0,27
4616,crisilvadf,0,0,0,16
4617,dayanedol,0,0,0,4
4618,TiagoSSGaspar,7,0,0,43
4619,tigelah,0,0,0,36
4620,jonathanneves,13,0,0,28
4621,brunoViniciusTiCa,12,0,1,7
4622,brunonunesz,1,0,0,8
4623,crisgit,30,1,4,75
4624,felipefln,0,0,0,66
4625,Antonniomoura,0,0,7,22
4626,EriJohnson,91,8,0,43
4627,WagnerTerry,314,0,2,47
4628,jcmdsbr,46,0,1,93
4629,marciorodrigues,0,0,0,0
4630,ErialdoDFreitas,14,0,0,16
4631,christiancost47,0,0,0,0
4632,TheeDouglasAM3,5,0,0,64
4633,nadalmateus,116,0,10,70
4634,ArlindoJose,0,0,0,13
4635,romanonatacha,12,0,0,70
4636,mora-rodolfo-dev,0,0,0,1
4637,edersonsousa,107,0,0,4
4638,pedro-drosa,314,0,1,88
4639,ederluisf,15,0,0,11
4640,zaairaag,0,0,0,3
4641,lerockit,46,1,4,14
4642,erisnilton,100,0,0,26
4643,StealthWorm,323,5,7,78
4644,mmarcoss,9,0,1,9
4645,gasscoelho,50,0,20,30
4646,rodrigolimasd,299,12,52,35
4647,ramonvictorn,17,0,0,32
4648,WesleyMNA,0,0,0,2
4649,GSabadini,4,0,0,35
4650,rafael-tec,26,10,1,5
4651,aquilarafa,5,0,5,19
4652,diegoalexandree,0,0,0,1
4653,RodrigoSMD,0,0,0,2
4654,brunopetrolini,29,0,3,42
4655,RafaelEmery,29,0,0,47
4656,Marcos-Antonio1,37,0,3,31
4657,willianfig33,0,0,0,8
4658,ffrm,0,0,0,32
4659,Elainep05,0,0,0,3
4660,Lucas-B-C-Oliveira,527,0,4,63
4661,alexandre-uaio,0,0,0,3
4662,renatospaka,647,2,157,90
4663,mvanucci,18,0,0,19
4664,eric218110,87,0,0,64
4665,lvleo21,11,0,0,20
4666,pedroagcf,23,0,1,101
4667,Amaro96,0,0,0,44
4668,LucasGiori,11,0,1,64
4669,Felipe-BP,11,0,0,36
4670,Adilsongv,0,0,0,5
4671,LksSousa,0,0,0,12
4672,UT0P1C,127,0,0,48
4673,queirozgabriel1498,0,0,1,5
4674,t-rodrigues,55,3,5,42
4675,Jonathanpd,120,0,5,32
4676,BalanFC,4,0,12,9
4677,nogueirahy,0,0,1,18
4678,thiagothales,5,0,0,6
4679,rerinho,161,0,0,6
4680,RamonAPereira,0,0,0,46
4681,razenka,0,0,0,1
4682,marceloribeirosilva,0,0,0,14
4683,italocedrosales,37,0,1,76
4684,geissondaSilva,68,0,0,40
4685,douglaslopesdossantos,0,0,0,1
4686,squeiroz,0,0,0,10
4687,leticiacamposs2,12,0,0,85
4688,JavaRodrigues,4,0,0,9
4689,iammateus,11,0,0,45
4690,justfelipebrito,0,0,0,0
4691,danilosouza-dev,3,0,0,39
4692,Maircon,12,0,0,4
4693,edicarlasillva,10,0,0,91
4694,rodrigogermano,0,0,0,20
4695,rodrigosrf-zz,0,0,0,5
4696,leonardofr97,22,0,0,18
4697,edynilson-silva,0,0,0,28
4698,personalnerd,11,0,0,37
4699,fabricioslip,0,0,0,2
4700,BrunoSouzza,1,0,0,21
4701,BLRocha,50,0,1,34
4702,Wilkor,615,0,5,161
4703,paulojuniore,2,0,0,46
4704,samuel-mota,0,0,0,29
4705,eliotovele,5,1,0,18
4706,diegokondras,0,0,0,0
4707,meirelesdev,0,0,0,64
4708,felipespa,14,0,0,10
4709,arthur-rs,19,0,1,7
4710,germanyn,8,0,1,25
4711,luanpanno,102,1,5,44
4712,isquicha,20,0,1,40
4713,andersongp,2,0,0,7
4714,MateusAndraste,0,0,0,13
4715,alailsonko,38,0,0,61
4716,victorpredebon,0,0,0,2
4717,markus90souza,5,0,0,51
4718,jefersonvinicius,149,0,0,78
4719,RodrigoBLima,9,0,0,88
4720,lgdevlop,13,2,4,24
4721,LuisRuda,29,2,0,80
4722,liling0509,0,0,0,8
4723,renaldofreire,105,1,0,25
4724,carls-rodrigues,253,0,7,37
4725,Pedrobolfute,1945,0,59,32
4726,cezarfbf,0,0,0,38
4727,Monoclinico,31,0,0,24
4728,brunormferreira,0,0,0,107
4729,drd-2rcl,0,0,0,122
4730,nathanaelsousa,0,0,0,27
4731,pedroams,0,0,0,4
4732,ruanrf,4,0,0,19
4733,PauloDragnell,0,0,0,2
4734,plinioduartt,116,0,13,30
4735,wandersondavid,135,3,0,38
4736,Venicyus,0,0,0,0
4737,mmonteiroes,0,0,0,0
4738,gabrielmtns,0,0,0,8
4739,nicolasestanislau,19,0,0,26
4740,mugarate12,23,0,1,61
4741,pedroppd,34,0,1,49
4742,EbenauDev,1,0,0,3
4743,Maridorvina,0,0,0,33
4744,othergabs,4,0,0,22
4745,darlanthiago,6,0,0,125
4746,camipaixao,0,0,0,8
4747,NicholasOliveira,0,0,0,29
4748,lucasfloriani,54,27,1,110
4749,jnetto23,2,0,0,20
4750,almirtoledo,81,1,0,14
4751,htmribeiro,27,3,11,57
4752,luweslen,39,0,1,22
4753,Script31,0,0,0,27
4754,HMhugomeireles,32,0,0,88
4755,marcos-abs,5,0,0,87
4756,renatoReboucas,14,0,0,93
4757,fabricioesmerio,16,0,0,30
4758,BetaMedina,25,0,1,84
4759,fpbulow,0,0,0,5
4760,magobr,57,0,26,41
4761,PedroHenriqueDevBR,68,0,12,44
4762,leandro-cabeda,6,0,0,54
4763,gsevla,127,0,0,34
4764,raphaelswk,0,0,0,16
4765,jadilson12,26,0,0,75
4766,freddneos,19,1,0,87
4767,hlawerd,0,0,0,8
4768,nataliciojr,0,0,0,5
4769,UserFunctionXXX,5,0,0,14
4770,viniciusdamata,0,0,0,22
4771,lucaskahl,180,0,0,51
4772,joaovictor1205,21,0,0,41
4773,luizchiodelli,0,0,0,8
4774,guKoga,0,0,0,6
4775,alepmedeiros,68,0,22,70
4776,juliherms,42,0,4,102
4777,guilherme-brandao,7,0,1,7
4778,verissimo-sn,6,0,0,39
4779,rteixeirax,16,0,0,11
4780,danielLeal98,0,0,0,48
4781,kevinfrnando,0,0,0,12
4782,danielsilvarj,17,0,0,37
4783,LuisPaulo1,112,0,1,56
4784,dalu9108,0,0,0,1
4785,camilars,0,0,0,22
4786,rafaelc-teixeira,51,1,0,20
4787,joaomanoelaureliano,0,0,0,15
4788,HugoHoffmann,5,0,0,50
4789,jonasbighetti,0,0,0,16
4790,Jm-Correia,7,0,0,39
4791,eps364,21,2,14,8
4792,lucastavares10,27,0,0,14
4793,lvcax,23,0,2,17
4794,sirvaizard,1,0,0,18
4795,MiguelRebelatto,0,0,0,9
4796,camilagomo,0,0,0,8
4797,osvaldoass,0,0,0,0
4798,tibursocampos,18,0,1,17
4799,TiagoOlivv,17,0,0,34
4800,LeonamJop,227,0,0,40
4801,AnaKnis,23,0,0,11
4802,luizpaulogroup,30,0,0,57
4803,salmomascarenhas,441,1,5,68
4804,AlexandreNicolas,15,0,4,16
4805,luciana-pereira,225,3,7,58
4806,rodrigobarbosa12,6,0,0,34
4807,AllanRobert0,12,0,0,36
4808,luckas99,4,0,0,7
4809,ncamaraljr1972,0,0,0,9
4810,EduardoSBarroso,0,0,0,4
4811,vinifraga,337,1,3,18
4812,gilsongabriel,46,0,7,39
4813,axelkovacki,0,0,2,45
4814,LucasMatosBognotti,3,0,0,87
4815,Brenont,6,0,2,54
4816,RonnyldoSilva,129,0,0,78
4817,cluzier,40,0,5,74
4818,devodla,31,0,0,114
4819,Clalloures,1,0,0,44
4820,arthurboss,10,1,0,15
4821,lucasbrito-dev,2,0,0,30
4822,lisflach,0,0,0,25
4823,RCarvalhoDan,0,0,0,11
4824,danieljpgo,402,1,64,58
4825,leeocoder,23,0,1,64
4826,EderOD,0,0,0,14
4827,delucagabriel,18,0,0,10
4828,joaopaulomirandamatias,3,0,0,29
4829,RodriguesRodrigo,18,0,1,21
4830,lariicarvalho,0,0,0,13
