Id,Label,TotalCommits,TotalIssues,TotalPullRequests,PublicRepos
810,xiaoweiruby,0,0,0,860
811,Neustradamus,0,262,0,42
812,LFSCamargo,46,2,4,100
813,maiconrs95,53,0,0,34
814,zakarialaouiETU,2,0,2,5
815,ricardocanelas,0,0,0,57
816,danjesus,6,0,5,88
817,kfalconspb,0,0,0,4
818,nurycaroline,93,27,5,62
819,amirphl,642,1,68,43
820,ik5,100,0,23,196
821,allonsmandy,0,1,0,17
822,miguelriosoliveira,1054,0,27,39
823,TenviLi,7,3,1,83
824,diiegoburiti,48,1,0,32
825,gabevaz,0,0,0,50
826,renatoalencar,37,2,5,89
827,tuliofaria,30,5,6,182
828,tonysm,614,38,69,183
829,abraaoduarte,24,3,0,23
830,relson,36,0,0,37
831,manoelcampos,1327,119,43,82
832,CleiberReis,1,1,1,18
833,millnitzluan,62,0,0,19
834,Luk4x,582,1,5,50
835,joaoow,136,0,0,135
836,JCSIVO,71,0,0,29
837,guilhermedinardi,49,1,0,21
838,weierophinney,552,4,47,389
839,jedsada-gh,97,0,54,672
840,Spground,0,0,0,37
841,joaopedroasz,521,0,0,15
842,davidalves1,80,3,13,236
843,fantasy1114,35,1,0,67
844,washingtonsoares,44,0,2,85
845,hsmiranda,316,34,30,69
846,gilbertp97,0,0,0,0
847,ahejlsberg,92,3,86,4
848,codinghemp,21,0,7,18
849,leohmoraes,0,0,0,500
850,ElieltonBueno,6,0,0,4
851,iamtchelo,0,0,0,39
852,lllyasviel,1979,66,562,39
853,Pedro-costa99,16,0,0,24
854,JMustang,470,1,72,149
855,Ruandersonvieira,10,0,1,83
856,naruhitokaide,53,1,1,59
857,Cristuker,36,1,2,45
858,madruga665,199,0,9,83
859,jjunior96,1155,1,26,158
860,Alfredo-Paes,45,0,0,31
861,UtkarshPathrabe,13089,0,62,127
862,japoewn,0,0,0,0
863,RaizaCirne,1329,2,0,31
864,cvs0,10546,0,2,33
865,osantana,29,2,1,35
866,aripiprazole,1814,90,102,88
867,Sandalots,31,0,0,9
868,akitaonrails,213,2,23,112
869,anilpaila5,0,0,0,0
870,sebmck,17,4,8,39
871,pabrasil,6,0,0,1
872,PedroCarpe,104,0,0,12
873,leandrocanabarro,0,0,0,141
874,VGA777,0,0,0,0
875,RHnAXiFg4Y,0,1,0,0
876,gregoryfm,1,0,1,45
877,chrisenytc,5,0,0,96
878,paulosarmento,83,0,0,84
879,Solomonkassa,0,0,0,119
880,brunos3d,168,6,23,143
881,trindadematheus,128,2,4,37
882,robpike,83,9,1,21
883,eu-diogo-ferreira,52,0,0,95
884,addyosmani,190,1,3,317
885,asim,1360,47,86,31
886,Youssefouah,37,2,3,27
887,ky-bot,0,0,0,1
888,DiegoVictor,1715,0,2,71
889,meafs,9,1,0,508
890,canesche,722,0,2,59
891,mrluanma,2,0,3,15
892,jlsjefferson,31,0,12,20
893,gerMdz,1103,23,405,75
894,cyberglot,29,2,4,77
895,willianjusten,209,0,2,109
896,0xb0b1,131,0,1,98
897,wendelfreitas,82,0,17,49
898,AthosFB,4,0,0,13
899,alineai18,0,0,0,4
900,IgorDePaula,91,22,9,301
901,dirceu-jr,39,2,1,35
902,phpfriend95,0,0,0,0
903,LuizGMiranda,6,0,0,24
904,phmiranda,38,8,9,57
905,preethamb97,7,0,0,24
906,fabriziomachado,16,0,3,179
907,otaciobarbosa,30,4,1,70
908,omololevy,13691,1,51,119
909,adelinopds,0,0,0,327
910,felquis,1,0,1,159
911,vit0rr,282,14,59,70
912,ab25cq,821,0,0,25
913,luiznasciment0,1,1,2,17
914,dexfs,54,0,7,9
915,rca0,179,0,0,51
916,DevenLu,0,0,0,4136
917,mhmdhoseinzade,37,0,1,6
918,gustavoleste,0,0,0,25
919,jeidison,28,0,2,9
920,TiagoHA,11,0,0,286
921,flavianohonorato,1,0,0,117
922,adityavs,0,0,1,1573
923,vinicius73,351,3,9,199
924,nfo94,137,0,0,52
925,mauriciomutte,887,0,28,64
926,daltonmenezes,338,2,15,43
927,felipefialho,2279,36,61,34
928,kivervinicius,0,0,0,20
929,CarlosAlexandre197,407,0,0,22
930,brunoro7,116,0,21,33
931,ethanflower1903,767,0,0,317
932,nic,88,3,11,52
933,wilsonneto-dev,380,1,2,367
934,HumaionKobir1,879,0,25,114
935,yyx990803,1176,6,22,185
936,benawad,3,1,0,249
937,adrianomonteiroweb,566,0,241,121
938,ljluestc,2,1,3,624
939,RenanBorba,171,0,0,48
940,martins-rafael,45,0,0,42
941,bcantrill,190,25,76,16
942,rcostabrava001,0,0,0,71
943,vitorsemidio-dev,1015,0,69,167
944,sandy081,800,167,641,86
945,ronaldocuca,15,0,1,50
946,ralvescosta,762,1,78,93
947,jeffotoni,577,13,3,135
948,CodingWithEnjoy,370,3,5,86
949,liling0509,0,0,0,8
950,tarruda,115,9,47,191
951,ocefpaf,5016,62,353,1380
952,rwietter,905,12,101,56
953,Juliallabs,26,0,1,12
954,rosooares,0,0,0,20
955,tenoclock,50,0,0,70
956,xsadia,60,6,22,96
957,lucasew,1923,45,61,190
958,Nick-Gabe,242,39,42,67
959,pedronauck,133,13,111,84
960,nemanjaglumac,405,98,514,40
961,pappukrs,111,0,4,133
962,jose-bone,36,0,0,46
963,biantris,564,97,165,79
964,DevMedia,0,0,0,4
965,wandersonalwes,47,5,3,32
966,TimToady,5,0,0,6
967,fabioassuncao,294,0,53,40
968,Samuel-Oliveira,202,0,1,27
969,askomar,0,0,0,3
970,robmachado,299,10,97,111
971,chronark,1208,71,343,71
972,VictorhMalheiro,18,0,1,42
973,AntonRomanenkov,24,1,0,51
974,brunolemos,12,2,1,148
975,thiamsantos,53,1,5,155
976,ArefMq,3,0,0,28
977,gabrielnafuzi,139,1,4,42
978,Hornet-Developer,41,1,5,66
979,cumsoft,367,0,3,9
980,ijagjeet,13,0,3,54
981,Gilles30,143,0,14,150
982,rranelli,1,0,0,34
983,eemr3,1085,31,119,117
984,pranavhunagund1993,250,0,0,127
985,gastaldi,1845,83,663,272
986,codebuil,2313,0,1,217
987,adrielcafe,23,0,0,93
988,NicolasLopes7,140,7,40,124
989,eugustavo,144,1,2,124
990,Rafael-Abne,36,0,1,23
991,johnatas-henrique,41,1,1,14
992,ghishadow,0,0,0,352
993,danilowoz,352,10,157,76
994,suzukidavid,409,5,7,85
995,italosantana,113,1,29,69
996,ualehosaini,0,0,0,64
997,ajsb85,269,38,4,454
998,qinhanlei,41,0,0,23
999,dsfb,74,2,0,540
1000,maxcohen31,367,0,2,44
1001,Samuel-de-Oliveira,151,2,2,9
1002,HangeZoe,0,0,0,14
1003,lucasm,184,1,3,19
1004,math7b,6,0,1,15
1005,ccl0326,1,0,0,136
1006,marcosvcorsi,87,0,5,192
1007,programacaodinamica,0,0,0,32
1008,bbypink,0,0,0,0
1009,CAVIND46016,42,0,0,22
1010,octaviobarbosa,5,0,1,53
1011,ErfiDev,30,0,0,52
1012,LukeberryPi,544,14,10,35
1013,valdirmendesdev,37,0,2,85
1014,dplewis,112,24,118,134
1015,ricardokovalski,28,0,1,45
1016,silvesterwali,27,1,2,105
1017,clautercarlos,0,0,0,3
1018,ArthurHendrich,57,0,4,12
1019,Engcompaulo,25,1,7,232
1020,DiogenesF,51,0,0,26
1021,TiagoSSGaspar,7,0,0,43
1022,nan,0,0,0,0
1023,wschenkel,6,0,0,30
1024,fabiocerqueira,2,0,0,42
1025,clucasalcantara,38,1,0,137
1026,marceloavf,0,1,0,36
1027,pranavlathigara,3,0,0,1444
1028,vinniciusgomes,20,0,2,26
1029,GilbertoASJ,71,0,0,55
1030,Viniciusog,257,0,20,65
1031,royswale,16,0,0,949
1032,RafaelGSS,945,74,268,204
1033,rodrigorgtic,119,1,11,162
1034,motanelson,273,0,0,17
1035,walison17,45,3,25,113
1036,angusshire,0,0,0,18
1037,jspolsky,166,0,23,20
1038,BrendanEich,0,0,0,13
1039,AlianeAmaral,725,0,2,23
1040,larien,11,0,6,42
1041,willmorim,0,0,0,65
1042,timneutkens,435,12,338,238
1043,Lorenalgm,40,0,5,115
1044,NandoKstroNet,47,0,0,381
1045,mfcastilho,1018,0,114,22
1046,bugarela,967,112,148,51
1047,justStarNew,3,0,0,302
1048,nehitha15107,2,0,0,54
1049,tuanductran,1088,22,5,37
1050,liverday,168,4,6,68
1051,Igorbrands,100,0,6,79
1052,wguilherme,88,0,0,198
1053,EliasGcf,829,5,10,53
1054,georgeguimaraes,147,9,16,16
1055,ErickPetru,360,3,4,46
1056,leticiacamposs2,12,0,0,86
1057,rafaelapitta,0,0,0,20
1058,israelsantiago,5,0,0,6
1059,MatheusFC2,208,3,1,64
1060,ArtPlatosha,429,0,0,30
1061,nenodias,50,1,1,216
1062,iagovholanda,14,0,0,15
1063,waldemirflj,7,0,0,6
1064,zenorocha,432,29,39,139
1065,LauraBeatris,177,9,22,98
1066,vinicius-vph,5,0,0,31
1067,socheatsok78,2358,4,21,150
1068,natalialuizads,37,5,1,35
1069,rodrigobarbosa12,6,0,0,34
1070,Alex-bytedroid,0,0,0,7
1071,keppelen,0,0,0,207
1072,JCMais,103,13,1,35
1073,Oudinunit,0,0,0,5
1074,vjanz,57,3,4,12
1075,Vermisse,0,0,0,0
1076,wonkyDD,570,4,18,87
1077,ahmnouira,129,4,1,88
1078,mesuutt,126,2,2,43
1079,Linux-Player,0,0,0,2
1080,Giovan,0,0,0,235
1081,samuelalmeida95,1,0,0,33
1082,paulirish,272,41,72,337
1083,aditineemkar,0,0,0,137
1084,zaairaag,0,0,0,3
1085,honeydatax,0,0,0,158
1086,msalves008,4,0,0,22
1087,thayannevls,6,1,1,59
1088,mauriciord,15,2,0,76
1089,guidsribeiro,471,4,5,25
1090,adolfont,1075,17,15,132
1091,sayed71,39,0,0,43
1092,shayan-taheri,10,0,0,871
1093,walisom360,0,0,0,19
1094,filipedeschamps,95,50,37,19
1095,andersao,16,0,0,27
1096,zoltancaputo,12,0,0,20
1097,eric-s-raymond,2,1,1,33
1098,hafiz-muhammad,96,3,6,18
1099,OtacilioN,233,0,14,163
1100,rturk,22,2,7,38
1101,JBris,132,5,10,154
1102,AmirhoseinHesami,106,0,0,16
1103,vianaweb,1,0,0,46
1104,Lissy93,1747,8,56,104
1105,rochacbruno,328,25,55,265
1106,gpedro,21,6,18,306
1107,tfeliperibeiro,7,0,0,7
1108,eliezer-souza,40,13,41,18
1109,Spartanlasergun,774,29,0,9
1110,majestic-lab,0,1,0,3
1111,mtmr0x,20,0,3,32
1112,xchanmolx,10,0,0,49
1113,RafaelGallo,454,0,1,203
1114,oaugusto256,1,0,0,46
1115,Joseane-Guedes,177,3,10,106
1116,fordream,0,0,0,736
1117,antoniodecastroalves,131,0,11,124
1118,ManuelPauloAfonso,12,1,1,15
1119,roshanjonah,0,0,0,0
1120,cristopherpds,131,3,6,80
1121,akadot,52,0,7,24
1122,gitlisted,0,0,0,431
1123,WhiteSymmetry,10,1,4,634
1124,LucasMallmann,154,0,3,146
1125,jarvis-acv,10,0,3,13
1126,philss,504,15,145,70
1127,suhelhasan,14,0,0,26
1128,imArafatHussein,0,0,0,1
1129,otilor,469,0,6,206
1130,MarioFronza,29,0,0,31
1131,RodrigoVazOliveira,464,0,60,88
1132,Cyebukayire,25,4,16,205
1133,sohail-chughtai,0,0,0,0
1134,giovannism20,79,4,16,84
1135,RodrigoRVSN,1156,93,72,136
1136,williamfrd,0,0,0,3
1137,FF-FC-FS,0,0,0,0
1138,petermartens98,1246,0,0,96
1139,romanofficial,0,0,0,46
1140,caarlos0,2391,53,533,84
1141,ericknathan,400,0,9,79
1142,JanDeDobbeleer,1054,14,615,95
1143,maateusilva,6,0,0,10
1144,lukemorales,375,0,17,37
1145,izakdvlpr,199,1,1,41
1146,jaayperez,112,0,17,66
1147,somekindofwallflower,2231,18,18,45
1148,jtrecenti,697,4,10,96
1149,mtxr,20,0,2,62
1150,devincapriola,65,1,1,45
1151,lifa123,0,0,0,395
1152,kkpan11,29,6,14,2788
1153,vinayakkulkarni,7961,7,76,90
1154,joeldorosarioo,150,0,0,11
1155,dreamdev724,0,0,0,5
1156,sabamadadi,662,0,25,30
1157,Sindou-dedv,0,0,0,0
1158,rogerpinho,0,0,3,10
1159,www-root,2,0,0,2
1160,hackerd2020,0,0,0,1
1161,felipeholanda2077,232,0,3,104
1162,seniorcoder72,372,8,86,30
1163,mateusfg7,2325,118,95,163
1164,VitorLuizC,79,2,1,140
1165,arnab132,45,0,0,62
1166,mabiamabia,79,0,3,118
1167,socksrust,0,0,0,29
1168,reisdev,331,2,17,53
1169,rsales,196,7,8,40
1170,Karolyna84,0,0,0,36
1171,juliohm,2640,159,32,114
1172,cypherm0nk,2,0,0,7
1173,renanoliveira0,7,1,4,18
1174,victordantasdev,68,17,0,20
1175,fhugoduarte,2,0,0,55
1176,DanielHe4rt,469,34,61,135
1177,Bharathkumarraju,32,1,63,298
1178,motasimbillah628,0,0,0,7
1179,nature613,5,0,0,33
1180,WalysonMoura,364,1,1,84
1181,barbaracalderon,104,0,0,48
1182,guilhermerodz,5,1,2,41
1183,ambegossi,37,0,0,50
1184,FullStackStar,9,11,0,29
1185,jtemporal,31,5,50,121
1186,stalk0,10,0,0,3
1187,filhodanuvem,237,15,3,80
1188,markhc,2,1,0,22
1189,elderon89,1,0,0,19
1190,paulosalvatore,586,1,4,453
1191,joaohcrangel,47,0,2,41
1192,emersonjds,344,0,30,91
1193,Okami0xff666,1,0,0,15
1194,PremChapagain,3,0,0,1
1195,williamkoller,549,4,73,416
1196,danvitoriano,159,1,12,369
1197,lucasmontano,72,0,3,33
1198,LucasMorais1998,583,0,16,45
1199,danilosilvaadriao,0,0,0,0
1200,alancjo,0,0,0,69
1201,phpenterprise,7,0,0,3
1202,campeloguedes,0,0,0,232
1203,JacksonUptain,350,2,5,27
1204,FranciscoWallison,827,18,66,120
1205,NazmusSayad,3809,5,22,104
1206,ry,55,31,41,55
1207,gauravssnl,43,0,1,338
1208,NicolasPereira,5,2,2,38
1209,fsouza,1055,23,143,180
1210,anabastos,26,0,1,58
1211,rescenic,837,2,1,555
1212,steniowagner,494,0,123,38
1213,cleitonsouza,0,0,0,0
1214,nandomoreirame,3,0,0,107
1215,wellington1993,186,4,39,95
1216,brunobertolini,20,0,10,33
1217,mmfalcao,26,0,0,17
1218,zoedsoupe,266,76,55,62
1219,diegoSbrandao,48,0,0,91
1220,iagobruno,157,1,3,113
1221,d3v3l0,0,0,0,1256
1222,JoaoIto,997,0,22,49
1223,EijiTomonari,44,3,7,13
1224,xen0n,2938,40,140,238
1225,h-ssiqueira,96,0,2,41
1226,josemalcher,519,0,0,663
1227,alekssze,0,1,0,21
1228,helenapaixao,228,0,38,170
1229,gabrielferreiraa,7,0,0,56
1230,rafapereirabr,951,116,11,33
1231,luizbatanero,4,0,0,26
1232,diogojhony,0,0,0,10
1233,tchaguitos,11,6,7,34
1234,mahmoudkandeel,0,1,0,38
1235,hoangpq,83,1,1,2544
1236,bvmartin,0,0,0,0
1237,kaiquewdev,0,0,0,524
1238,GBDev13,234,1,2,163
1239,developernaimul,131,0,0,91
1240,MilenaCarecho,0,0,0,29
1241,KlausEverWalkingDev,80,1,1,10
1242,IzaacBaptista,333,0,69,78
1243,igoreineck,0,0,0,29
1244,jpdemagalhaes,0,0,0,12
1245,IndianBoyBR,301,1,5,23
1246,zehguilherme,350,102,134,7
1247,guilhermecapitao,3,0,0,18
1248,wisamosman,1202,1,9,65
1249,avrcoelho,57,1,1,163
1250,VitorEmanuelDev,4,0,0,113
1251,migueldeicaza,566,111,11,183
1252,nathanssantos,282,28,268,27
1253,osvaldokalvaitir,1861,2,482,138
1254,Mitesh411,41,0,0,78
1255,GusBedasi,35,0,44,7
1256,XF0707,0,0,0,11
1257,carlosedp,700,53,52,127
1258,iaurg,191,46,42,191
1259,HakaCode,36,0,20,103
1260,vinifraga,297,1,4,20
1261,jaredpalmer,415,6,63,186
1262,randombit,1305,82,366,47
1263,shamio,0,7,0,2
1264,jake100,25,0,0,66
1265,gagigante,3,0,0,70
1266,di3goleite,0,1,0,86
1267,wellington-tinho,106,11,0,32
1268,vanessametonini,29,0,0,75
1269,esin,35,0,0,41
1270,canove,10,1,1,3
1271,SelimHorri,102,1,17,90
1272,jakearchibald,228,65,67,227
1273,nikumu,49,1,0,13
1274,dexeril974,0,0,0,1
1275,gabrielclaudino,0,0,0,4
1276,casper-hansen,353,78,77,29
1277,scoobytux,37,2,2,40
1278,fabiolealsc,72,0,1,19
1279,dunossauro,697,20,9,174
1280,paulopaquielli,0,0,0,0
1281,Mahi-Kanakdhar,0,0,0,29
1282,varlackc,65,1,14,43
1283,ReinanS,18,0,0,29
1284,gui25,58,0,4,54
1285,leongal,0,0,0,12
1286,malukenho,563,0,17,198
1287,augustoaraujoo,45,0,0,40
1288,fxcosta,3,0,0,66
1289,arrudacaio,10,0,0,85
1290,lucasmartinsribeiro,92,0,0,50
1291,linesky,0,0,0,106
1292,scarletquasar,648,23,38,157
1293,patrickelectric,1488,255,530,286
1294,christiancalara,0,0,0,4
1295,erickzanardo,1221,24,384,119
1296,frednora,1970,1,0,2
1297,dalindev,26,0,1,30
1298,julioxavierr,6,4,4,34
1299,rodrigooler,5,0,0,208
1300,JoaoNascSilva,8,0,0,58
1301,loiane,382,0,14,351
1302,kimjoaoun,5,1,2,41
1303,enieber,176,13,25,410
1304,dantas15,441,21,23,76
1305,nidabaci,89,2,0,18
1306,joaopauloaramuni,1086,0,1,24
1307,minsle,0,0,0,2
1308,christianmoliveira,0,0,0,2
1309,hrydgard,3243,195,699,55
1310,SWxEng,5,10,0,50
1311,cvieira850,1,0,0,87
1312,ypersyntelykos,0,0,0,61
1313,jeffersonsimaogoncalves,220,1,71,724
1314,codingscode,522,0,0,187
1315,singleton11,13,0,0,51
1316,algebric,0,0,0,4
1317,batermj,360,0,2,2393
1318,mytxd,0,0,0,121
1319,gabrrielsilva,241,0,0,38
1320,ryansldev,88,2,0,30
1321,1Crazymoney,25,0,0,1799
1322,just-a-bot,0,0,0,0
1323,ShabnamDeveloper,0,0,0,63
1324,codeninja819,29,2,2,14
1325,aliaszz,3,0,1,41
1326,wallacefreitas,337,2,4,23
1327,jacksonpires,109,0,0,104
1328,csorlandi,23,0,0,24
1329,felipemotarocha,297,12,7,91
1330,khaosdoctor,799,5,23,125
1331,tupizz,37,0,0,139
1332,omarkdev,0,0,0,30
1333,viniciusdacal,36,0,33,99
1334,mhenrique94,245,0,2,47
1335,Rodrigo-Sarmento,96,0,3,35
1336,Valmario,68,0,1,16
1337,isaacs,2755,118,72,460
1338,adahra,36,0,1,123
1339,gilbarbara,585,7,66,82
1340,mrpaziresh,412,0,0,12
1341,dimkagithub,24,4,0,2
1342,Lisprez,2,0,0,421
1343,dv-vr,0,0,0,3
1344,brunopetrolini,35,0,3,43
1345,lklima,10,0,0,27
1346,canering,0,0,0,1
1347,Malabarba,3,0,0,59
1348,Will-B2,0,0,0,65
1349,marcelomata,0,0,0,1949
1350,jairojair,0,0,0,5
1351,dcorrea777,61,5,8,12
1352,ValchanOficial,110,5,12,211
1353,smart-u,0,0,0,12
1354,felipeweb,67,0,2,172
1355,jdevstatic,125,3,1,101
1356,MadhavDev-prog,4,0,0,32
1357,dinosoid,0,0,0,2
1358,raphamorim,1436,40,36,296
1359,pcampina,16,0,0,37
1360,liamdebeasi,1113,22,1074,54
1361,mcollina,1404,230,411,546
1362,andrew,5112,54,13,300
1363,dirambora,15,0,11,25
1364,manjurulhoque,28,2,1,203
1365,AlexxNica,57,32,9,6671
1366,thiagomachadox,1,0,0,17
1367,MetaverseQuantum,1,0,0,4
1368,sabbircoder07,341,0,1,49
1369,JosuaSitorus,0,0,0,8
1370,rsmelo92,13,7,6,72
1371,gabrielpconceicao,0,0,0,24
1372,hirowf,54,0,3,21
1373,soujhony,4,0,0,45
1374,cusspvz,54,2,4,164
1375,RenatoSTV,1,0,0,11
1376,jamiebuilds,22,7,1,672
1377,BrunoMoreno,1,0,0,100
1378,ninrod,3,0,0,57
1379,tiago-aguiar,92,0,3,17
1380,AYIDouble,104,0,1,61
1381,Fernanda-Kipper,416,0,27,51
1382,lucasfernog,1098,3,501,87
1383,Jonasjps,1349,1,0,8
1384,the-one-who-knoccks,447,1,31,100
1385,leerob,464,26,173,47
1386,turicas,242,11,8,151
1387,eduardolundgren,0,2,1,40
1388,mozafarimanesh,0,0,0,0
1389,IgorHalfeld,33,1,1,98
1390,bamboo,413,25,106,129
1391,andrebaltieri,66,0,1,385
1392,00mjk,0,0,0,12106
1393,uchoamaster,162,4,2,193
1394,martinsedm,16,0,0,417
1395,dthabata,40,0,0,75
1396,rpradosilva,131,0,0,17
1397,MarcoAntonioWeb,16,0,0,41
1398,camilamaia,129,62,70,50
1399,acdlite,394,1,160,73
1400,brunosousadev,0,0,0,76
1401,lira,26,1,0,54
1402,brendonguedes,11,3,2,110
1403,srihari-humbarwadi,7951,0,5,81
1404,Pierrot-l3-F0U,0,0,0,8
1405,eduardo-amaro-maciel,158,1,0,22
1406,Valentino-Junior,184,0,0,183
1407,eduardo-mior,12,1,1,19
1408,CharlesCreativeContent,402,0,0,76
1409,CristianoFIlho,252,0,8,117
1410,suriyaa,122,1,7,56
1411,Akshar-code,0,0,0,18
1412,dmr-1941-2011,0,0,0,0
1413,JosiTubaroski,936,0,10,34
1414,korizyx,4,1,1,1
1415,JayantGoel001,22774,4,6,207
1416,bpires,22,1,1,18
1417,tgmarinho,328,5,55,340
1418,leocomelli,85,0,0,41
1419,geraldo-netto,53,1,0,13
1420,aplus-developer,1,0,0,7
1421,diego3g,327,9,23,68
1422,MrPowerGamerBR,1135,11,3,44
1423,PauloHFS,136,30,4,60
1424,torvalds,2658,1,2,7
1425,Maxuelreis,0,0,0,12
1426,fhferreira,3,3,1,1702
1427,villares,1948,34,10,69
1428,Nixoff,0,0,0,77
1429,lucasbm2022,17,0,0,21
1430,alangeek,13,0,0,94
1431,laisfrigerio,267,0,74,78
1432,taylorotwell,2470,2,67,29
1433,ImaniAN,207,5,15,29
1434,vinhnx,47,108,5,198
1435,AndreiCalazans,128,4,19,152
1436,Wellers0n,643,8,182,75
1437,krysits,0,0,0,22
1438,Kubenew,44,0,0,90
1439,regismeyssonnier,143,0,0,42
1440,silky,252,96,26,4001
1441,josemauromani,9,0,0,78
1442,vedovelli,56,0,3,227
1443,virgilionkanu,69,0,0,40
1444,beatrizmilz,1516,100,44,211
1445,KaweMaximo,30,1,0,27
1446,jacoblee93,1118,13,503,60
1447,felipe-programador-18,452,0,5,135
1448,DanielArturoAlejoAlvarez,246,0,0,95
1449,leogama09,909,0,1,49
1450,seyed0123,386,0,35,27
1451,augustolimads,103,0,0,76
1452,fersilva16,209,3,198,44
1453,mfpinheiro,0,0,0,44
1454,Uxxxxxxx,12,0,0,24
1455,ahmadsafirun,1,0,0,22
1456,getintorj,246,0,0,28
1457,eduardo-matos,3,0,0,142
1458,rodrigorahman,5,3,1,177
1459,lilianmartinsfritzen,143,0,0,54
1460,gabriel-mend,40,15,5,71
1461,RayanneRamos,2110,6,2,55
1462,carlosal1015,1139,28,26,564
1463,DenisAzeved0,1,0,0,18
1464,lesimoes,32,0,0,45
1465,MysteriousSonOfGod,6,0,0,1090
1466,amgauna,565,0,7,81
1467,DGS1337,0,0,0,0
1468,tonic-6101,3,0,0,1
1469,otavio,856,35,154,9
1470,isyuricunha,32010,5,21,42
1471,VanSharine,0,0,0,21
1472,VieiraMeloRoberta,244,0,77,48
1473,haskellcamargo,0,1,0,100
1474,thinkswell,73,0,7,37
1475,mbcordeiro,346,0,0,184
1476,alexnogueirasilva,287,9,8,54
1477,rafaelangical,30,0,2,42
1478,gh0sthx,0,1,0,40
1479,Rastrian,3,0,1,33
1480,emersonmelomartins,46,3,0,25
1481,trendy0413,53,1,1,35
1482,racerxdl,139,10,7,273
1483,armancodv,78,2,26,50
1484,marcelgsantos,0,0,0,33
1485,vininjr,0,0,0,32
1486,JuanBindez,1348,6,1,114
1487,llucasreis,19,0,15,61
1488,mayronceccon,0,0,0,45
1489,rafaballerini,17,0,0,49
1490,natalia-fs,65,0,1,62
1491,fabs-silva,23,0,0,25
1492,fabpot,3260,186,209,74
1493,vweberfroes,0,0,0,0
1494,nicoddemus,706,29,179,314
1495,anafelauto,0,0,0,0
1496,rafaellmarques,26,0,20,64
1497,nelsonmfinda,2,0,0,163
1498,igorpecovnik,3339,6,444,66
1499,matheusgr,463,2,82,31
